Dia,P/L,LPA,Mês,P/VP,VPA,30 dias,P/EBIT,Marg. Bruta,12 meses,PSR,Marg. EBIT,2020,P/Ativos,Marg. Líquida,2019,P/Cap. Giro,EBIT / Ativo,2018,P/Ativ Circ Liq,ROIC,2017,Div. Yield,ROE,2016,EV / EBITDA,Liquidez Corr,2015,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,ticker
0.0049,8.73,5.58,0.0049,1.48,32.98,-0.09179999999999999,0.0,0.0,-0.022099999999999998,0.0,0.0,-0.0765,0.0,0.0,0.1875,0.0,0.0,0.514,0.0,0.0,0.1636,0.052000000000000005,0.16899999999999998,0.9834999999999999,0.0,0.0,-0.29,0.0,0.0,0.14300000000000002,0.0,BBAS3
0.0073,11.18,2.82,0.0073,1.84,17.15,-0.0944,0.0,0.0,-0.0,0.0,0.0,-0.0731,0.0,0.0,0.2675,0.0,0.0,0.1928,0.0,0.0,0.2477,0.057999999999999996,0.165,0.6301,0.0,0.0,-0.2505,0.0,0.0,-0.154,0.0,BBDC3
0.0064,11.72,2.82,0.0064,1.93,17.15,-0.1176,0.0,0.0,-0.0667,0.0,0.0,-0.0849,0.0,0.0,0.17980000000000002,0.0,0.0,0.2872,0.0,0.0,0.3258,0.061,0.165,0.7284,0.0,0.0,-0.2938,0.0,0.0,-0.154,0.0,BBDC4
0.0275,-2.26,-2.15,0.0275,0.94,5.16,-0.11800000000000001,-23.03,0.755,-0.258,1.28,-0.055999999999999994,-0.17629999999999998,0.41,-0.425,-0.0635,3.16,-0.018000000000000002,-0.3636,-1.42,-0.022000000000000002,-0.3265,0.0,-0.41700000000000004,0.20489999999999997,59.12,1.93,-0.46259999999999996,-27.41,0.6,-0.09300000000000001,0.32,BBRK3
0.0043,0.0,0.0,0.0043,0.0,0.0,-0.038900000000000004,0.0,0.0,0.21239999999999998,0.0,0.0,-0.0394,0.0,0.0,0.4362,0.0,0.0,0.08470000000000001,0.0,0.0,0.0684,0.084,0.0,0.20420000000000002,0.0,0.0,-0.1561,0.0,0.0,0.0,0.0,BBSE3
0.0,-0.42,-57.55,0.0,0.79,30.43,0.0,-0.8,-0.222,-0.4144,0.54,-0.68,0.0,0.05,-1.304,0.0,-0.27,-0.057999999999999996,0.0,-0.07,-0.065,0.0,0.0,-1.891,0.0,-6.83,0.65,0.0,-5.44,4.59,-0.40700000000000003,0.08,BDLL3
0.0,-0.26,-57.55,0.0,0.49,30.43,0.8765999999999999,-0.5,-0.222,-0.1946,0.34,-0.68,0.8462999999999999,0.03,-1.304,-0.5389,-0.17,-0.057999999999999996,-0.4122,-0.05,-0.065,-0.1844,0.0,-1.891,-0.0138,-6.45,0.65,-0.2414,-5.14,4.59,-0.40700000000000003,0.08,BDLL4
0.0319,-18.63,-0.66,0.0319,-7.76,-1.59,-0.045700000000000005,4.63,0.17800000000000002,1.0114,0.35,0.076,-0.041299999999999996,0.5,-0.019,1.5732,2.42,0.107,-0.5315,-1.07,0.174,-0.099,0.0,0.41600000000000004,-0.0858,7.8,1.52,0.40240000000000004,9.41,-12.72,0.19,1.4,BEEF3
0.008199999999999999,10.53,0.67,0.008199999999999999,1.42,4.96,0.0855,0.0,0.0,0.5982999999999999,0.0,0.0,0.1264,0.0,0.0,0.5949,0.0,0.0,0.2043,0.0,0.0,0.5327000000000001,0.043,0.135,0.5395,0.0,0.0,0.0147,0.0,0.0,0.08800000000000001,0.0,BEES3
-0.042800000000000005,11.06,0.67,-0.042800000000000005,1.49,4.96,0.1018,0.0,0.0,0.6681999999999999,0.0,0.0,0.1014,0.0,0.0,0.6675,0.0,0.0,0.16670000000000001,0.0,0.0,0.5747,0.040999999999999995,0.135,0.6131,0.0,0.0,-0.028399999999999998,0.0,0.0,0.08800000000000001,0.0,BEES4
0.0,11.31,4.7,0.0,2.13,24.92,-0.0327,0.0,0.0,0.4644,0.0,0.0,-0.0327,0.0,0.0,0.516,0.0,0.0,-0.0066,0.0,0.0,1.3638,0.013000000000000001,0.18899999999999997,0.4213,0.0,0.0,-0.3483,0.0,0.0,0.161,0.0,BGIP3
0.0,8.09,4.7,0.0,1.53,24.92,0.0018,0.0,0.0,0.008199999999999999,0.0,0.0,-0.011200000000000002,0.0,0.0,0.1041,0.0,0.0,0.0265,0.0,0.0,1.8378999999999999,0.021,0.18899999999999997,0.30820000000000003,0.0,0.0,-0.5003,0.0,0.0,0.161,0.0,BGIP4
0.0358,149.87,0.33,0.0358,5.25,9.31,0.008,0.0,0.0,0.1463,0.0,0.0,0.0478,0.0,0.0,0.1446,0.0,0.0,0.0059,0.0,0.0,0.0,0.002,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BIDI11
0.0131,142.22,0.11,0.0131,4.98,3.1,0.0,0.0,0.0,-0.466,0.0,0.0,0.041100000000000005,0.0,0.0,-0.48710000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BIDI3
0.037000000000000005,152.35,0.11,0.037000000000000005,5.33,3.1,0.035699999999999996,0.0,0.0,1.3869999999999998,0.0,0.0,0.0555,0.0,0.0,1.4562,0.0,0.0,1.1159000000000001,0.0,0.0,0.0,0.004,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BIDI4
0.0033,-16.83,-0.91,0.0033,14.3,1.07,0.1512,-23.15,0.14800000000000002,0.9318000000000001,194.89,-8.42,0.2339,3.29,-11.579,0.5328,27.74,-0.142,-0.11289999999999999,-6.62,-0.19399999999999998,0.4805,0.0,-0.8490000000000001,0.1536,-27.39,1.77,-0.318,-25.68,2.39,9.183,0.02,BIOM3
0.0104,41.17,0.4,0.0104,2.15,7.69,-0.0305,31.43,0.622,-0.2462,1.36,0.043,-0.0703,1.28,0.033,-0.1373,-90.89,0.040999999999999995,0.1845,-4.96,0.047,-0.0085,0.008,0.052000000000000005,0.0,9.83,0.91,0.0,31.04,0.08,0.293,0.95,BKBR3
-0.0007000000000000001,8.13,1.8,-0.0007000000000000001,0.87,16.76,0.10769999999999999,0.0,0.0,0.9325,0.0,0.0,0.11699999999999999,0.0,0.0,0.8632,0.0,0.0,0.08839999999999999,0.0,0.0,0.24760000000000001,0.004,0.107,-0.19469999999999998,0.0,0.0,0.1423,0.0,0.0,0.073,0.0,BMEB3
-0.0182,8.4,1.8,-0.0182,0.9,16.76,0.1144,0.0,0.0,1.1602,0.0,0.0,0.16510000000000002,0.0,0.0,0.9756,0.0,0.0,0.5472,0.0,0.0,0.2582,0.044000000000000004,0.107,0.12710000000000002,0.0,0.0,0.2254,0.0,0.0,0.073,0.0,BMEB4
0.0084,0.0,0.0,0.0084,2.13,4.53,0.0126,0.0,0.0,0.1729,0.0,0.0,-0.0163,0.0,0.0,0.1924,0.0,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BMGB4
-0.0225,47.07,0.42,-0.0225,0.8,24.93,0.0,0.0,0.0,0.4094,0.0,0.0,0.2048,0.0,0.0,0.1293,0.0,0.0,-0.6391,0.0,0.0,0.087,0.002,0.017,-0.489,0.0,0.0,0.0074,0.0,0.0,-0.06,0.0,BMIN3
0.04190000000000001,53.9,0.42,0.04190000000000001,0.92,24.93,0.15130000000000002,0.0,0.0,0.6888,0.0,0.0,0.15130000000000002,0.0,0.0,0.7386,0.0,0.0,-0.28809999999999997,0.0,0.0,-0.28190000000000004,0.061,0.017,1.3337,0.0,0.0,-0.20079999999999998,0.0,0.0,-0.06,0.0,BMIN4
-0.0037,30.23,8.86,-0.0037,0.65,414.73,-0.056299999999999996,-20.32,0.272,-0.053,6.91,-0.34,-0.0255,0.56,0.22899999999999998,0.0045000000000000005,0.76,-0.027000000000000003,-0.13369999999999999,0.9,-0.08800000000000001,0.3308,0.031,0.021,0.47859999999999997,4.24,26.48,-0.1419,2.93,0.05,-0.109,0.08,BMKS3
-0.0103,5.95,16.13,-0.0103,1.63,58.76,0.0,0.0,0.0,1.568,0.0,0.0,0.0105,0.0,0.0,1.6444999999999999,0.0,0.0,0.0665,0.0,0.0,0.5557,0.038,0.27399999999999997,-0.048799999999999996,0.0,0.0,0.37439999999999996,0.0,0.0,0.18,0.0,BNBR3
0.0,-3.6,-0.28,0.0,-0.93,-1.07,0.0,3.72,0.424,0.0,0.23,0.063,0.0,0.44,-0.065,0.0,-1.23,0.11800000000000001,0.0,-0.41,0.14800000000000002,0.0,0.0,0.258,0.0,5.76,0.54,0.0,7.83,-1.08,-0.002,1.88,BOBR3
0.0206,-8.94,-0.28,0.0206,-2.31,-1.07,0.0783,9.22,0.424,-0.0882,0.58,0.063,0.2157,1.09,-0.065,-0.2214,-3.05,0.11800000000000001,-0.4696,-1.03,0.14800000000000002,1.4335,0.0,0.258,0.2848,9.81,0.54,-0.35509999999999997,13.33,-1.08,-0.002,1.88,BOBR4
0.006500000000000001,21.55,3.5,0.006500000000000001,3.2,23.62,-0.0044,0.0,0.0,1.5856000000000001,0.0,0.0,-0.0015,0.0,0.0,2.3361,0.0,0.0,0.3153,0.0,0.0,0.1281,0.018000000000000002,0.14800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.013999999999999999,0.0,BPAC11
-0.0604,29.97,1.17,-0.0604,4.44,7.87,-0.1024,0.0,0.0,2.5442,0.0,0.0,-0.121,0.0,0.0,3.969,0.0,0.0,0.0705,0.0,0.0,1.515,0.013000000000000001,0.14800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.013999999999999999,0.0,BPAC3
-0.0393,18.42,1.17,-0.0393,2.73,7.87,0.0011,0.0,0.0,1.2588,0.0,0.0,-0.0572,0.0,0.0,2.2078,0.0,0.0,0.2645,0.0,0.0,0.9620000000000001,0.021,0.14800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.013999999999999999,0.0,BPAC5
0.026699999999999998,28.5,0.35,0.026699999999999998,2.49,4.01,-0.1207,0.0,0.0,3.6419,0.0,0.0,-0.058499999999999996,0.0,0.0,4.4922,0.0,0.0,0.0722,0.0,0.0,0.46340000000000003,0.006999999999999999,0.087,-0.2065,0.0,0.0,-0.2922,0.0,0.0,0.127,0.0,BPAN4
0.0077,6.28,5.62,0.0077,1.2,29.32,-0.0134,-447.62,0.0,0.415,0.0,0.0,-0.0028000000000000004,1.17,0.0,0.2712,0.0,-0.003,0.2298,0.0,0.0,1.0739,0.036000000000000004,0.192,1.8609,-448.25,0.0,-0.5529999999999999,-448.25,0.0,0.0,0.0,BRAP3
0.0181,6.71,5.62,0.0181,1.29,29.32,-0.0231,-478.21,0.0,0.3565,0.0,0.0,-0.015700000000000002,1.25,0.0,0.2723,0.0,-0.003,0.1434,0.0,0.0,1.0395999999999999,0.037000000000000005,0.192,1.9909000000000001,-478.83,0.0,-0.5991,-478.83,0.0,0.0,0.0,BRAP4
0.0191,9.19,3.19,0.0191,3.56,8.24,-0.039599999999999996,16.15,0.06,0.23010000000000003,0.36,0.022000000000000002,-0.0239,1.28,0.039,0.30510000000000004,8.11,0.079,0.5912,-9.15,0.10099999999999999,0.0694,0.08900000000000001,0.387,0.0,14.03,1.46,0.0,17.24,0.65,0.003,3.6,BRDT3
0.0334,-11.04,-2.86,0.0334,3.59,8.8,-0.1216,12.97,0.239,0.3215,0.88,0.068,-0.10310000000000001,0.59,-0.08,0.6051,7.59,0.046,-0.4008,-1.36,0.066,-0.2415,0.0,-0.325,-0.1076,10.16,1.25,-0.10300000000000001,20.28,2.95,-0.0,0.67,BRFS3
0.0,17.75,0.68,0.0,0.75,16.04,-0.24969999999999998,-2.12,-2.2640000000000002,1.7312,31.77,-15.017999999999999,-0.2506,0.27,2.685,2.8929,1.51,-0.128,0.08439999999999999,1.8,-0.26899999999999996,0.2426,0.028999999999999998,0.042,0.08929999999999999,1.96,1.41,0.3725,1.95,0.0,-0.015,0.01,BRGE11
0.1943,8.64,0.68,0.1943,0.36,16.04,-0.1412,-1.03,-2.2640000000000002,0.9401999999999999,15.48,-15.017999999999999,-0.2861,0.13,2.685,1.7176,0.74,-0.128,0.0906,0.88,-0.26899999999999996,-0.0417,0.0,0.042,0.11199999999999999,3.05,1.41,0.0837,3.04,0.0,-0.015,0.01,BRGE12
-0.0779,14.02,0.68,-0.0779,0.59,16.04,-0.099,-1.67,-2.2640000000000002,1.1474,25.1,-15.017999999999999,-0.36869999999999997,0.21,2.685,2.7313,1.2,-0.128,0.1388,1.42,-0.26899999999999996,-0.056100000000000004,0.0,0.042,0.7156,2.41,1.41,-0.22699999999999998,2.4,0.0,-0.015,0.01,BRGE3
0.0,32.12,0.68,0.0,1.35,16.04,0.0,-3.83,-2.2640000000000002,5.5165,57.51,-15.017999999999999,-0.5005,0.49,2.685,18.3929,2.74,-0.128,0.0,3.26,-0.26899999999999996,0.0,0.0,0.042,-0.08960000000000001,0.24,1.41,0.0361,0.24,0.0,-0.015,0.01,BRGE5
0.0,16.62,0.68,0.0,0.7,16.04,0.0,-1.98,-2.2640000000000002,0.09140000000000001,29.76,-15.017999999999999,0.0,0.25,2.685,0.09140000000000001,1.42,-0.128,0.8441,1.69,-0.26899999999999996,0.24280000000000002,0.062,0.042,0.1973,2.09,1.41,-0.0554,2.09,0.0,-0.015,0.01,BRGE6
0.0,11.78,0.68,0.0,0.5,16.04,-0.204,-1.4,-2.2640000000000002,0.8299,21.09,-15.017999999999999,-0.2764,0.18,2.685,1.9024,1.0,-0.128,0.4521,1.2,-0.26899999999999996,-0.09380000000000001,0.036000000000000004,0.042,0.054900000000000004,2.67,1.41,0.0,2.66,0.0,-0.015,0.01,BRGE8
-0.017,11.8,0.73,-0.017,0.52,16.69,-0.0669,0.0,0.0,0.5229,0.0,0.0,-0.0148,0.0,0.0,0.6724,0.0,0.0,-0.0675,0.0,0.0,0.142,0.0,0.044000000000000004,-0.1714,0.0,0.0,0.12480000000000001,0.0,0.0,0.11699999999999999,0.0,BRIV3
0.0383,12.96,0.73,0.0383,0.57,16.69,0.016200000000000003,0.0,0.0,0.5297999999999999,0.0,0.0,0.1018,0.0,0.0,0.4472,0.0,0.0,0.1081,0.0,0.0,0.1734,0.057999999999999996,0.044000000000000004,-0.1241,0.0,0.0,0.0693,0.0,0.0,0.11699999999999999,0.0,BRIV4
-0.0029,57.09,0.6,-0.0029,3.78,9.11,0.0281,8.64,0.131,-0.3166,0.5,0.057999999999999996,0.0907,0.42,0.004,-0.2882,-4.51,0.048,0.09,-0.71,0.064,0.49119999999999997,0.024,0.066,1.1231,7.42,0.77,0.6294,15.25,3.85,0.047,0.83,BRKM3
0.0602,55.51,0.6,0.0602,3.67,9.11,0.0535,8.4,0.131,-0.34240000000000004,0.49,0.057999999999999996,0.1206,0.41,0.004,-0.35240000000000005,-4.39,0.048,0.1528,-0.69,0.064,0.2876,0.025,0.066,0.3782,7.3,0.77,0.6714,15.01,3.85,0.047,0.83,BRKM5
-0.0187,43.65,0.6,-0.0187,2.89,9.11,0.052000000000000005,6.61,0.131,-0.46520000000000006,0.38,0.057999999999999996,0.0958,0.32,0.004,-0.4875,-3.45,0.048,0.06,-0.54,0.064,0.020099999999999996,0.023,0.066,1.9523,6.43,0.77,0.6689,13.21,3.85,0.047,0.83,BRKM6
0.0353,10.61,1.79,0.0353,1.56,12.18,0.0225,18.45,0.8909999999999999,0.42060000000000003,13.25,0.718,0.0548,0.92,1.3319999999999999,0.4731,31.29,0.05,0.0337,-2.82,0.052000000000000005,0.2328,0.051,0.147,0.3962,20.2,2.07,-0.2575,20.65,0.26,-0.024,0.07,BRML3
0.0321,202.95,0.08,0.0321,1.36,11.78,0.0301,28.22,1.0,0.8261,20.38,0.722,0.10980000000000001,0.85,0.1,0.7659,22.54,0.03,-0.21230000000000002,-2.79,0.032,0.4183,0.0,0.006999999999999999,-0.1092,34.44,2.12,0.0537,34.46,0.39,-0.138,0.04,BRPR3
0.024300000000000002,7.75,2.93,0.024300000000000002,1.2,18.91,-0.0074,0.0,0.0,0.09269999999999999,0.0,0.0,-0.0113,0.0,0.0,0.12689999999999999,0.0,0.0,-0.1072,0.0,0.0,1.3937,0.055,0.155,0.3301,0.0,0.0,-0.2354,0.0,0.0,0.12,0.0,BRSR3
0.0,8.14,2.93,0.0,1.26,18.91,-0.0406,0.0,0.0,0.0622,0.0,0.0,-0.0406,0.0,0.0,0.08779999999999999,0.0,0.0,0.1997,0.0,0.0,1.0169,0.054000000000000006,0.155,0.7551000000000001,0.0,0.0,-0.5365,0.0,0.0,0.12,0.0,BRSR5
0.0034999999999999996,6.87,2.93,0.0034999999999999996,1.07,18.91,-0.0874,0.0,0.0,-0.0815,0.0,0.0,-0.0688,0.0,0.0,0.0232,0.0,0.0,0.6596,0.0,0.0,0.5035000000000001,0.062,0.155,0.8761,0.0,0.0,-0.5556,0.0,0.0,0.12,0.0,BRSR6
0.0049,-6.26,-0.99,0.0049,30.04,0.21,1.1453,23.98,0.11699999999999999,0.9682999999999999,1.04,0.043,1.1908,0.58,-0.166,-0.07519999999999999,14.34,0.024,-0.3215,-0.95,0.027000000000000003,-0.39380000000000004,0.0,-4.796,0.5404,6.16,1.12,-0.3235,45.27,28.84,0.017,0.56,BSEV3
0.0,5.82,8.94,0.0,1.22,42.55,0.0,0.0,0.0,0.6645,0.0,0.0,0.0,0.0,0.0,0.6645,0.0,0.0,0.1532,0.0,0.0,0.0,0.057,0.21,0.0,0.0,0.0,0.0072,0.0,0.0,0.021,0.0,BSLI3
0.0031,-85.51,-0.84,0.0031,6.63,10.77,0.1107,948.82,0.27899999999999997,0.5029,5.82,0.006,0.1362,2.23,-0.068,0.5136,6.16,0.002,1.0499,-42.53,0.006,1.0589,0.0,-0.078,-0.3306,69.69,2.47,-0.3069,953.21,1.41,-0.085,0.38,BTOW3
0.0842,-25.71,-0.37,0.0842,28.91,0.33,0.5640999999999999,15.0,0.145,1.1861,0.32,0.021,0.5359,1.18,-0.012,0.9185,27.78,0.079,-0.1378,-2.24,0.10400000000000001,-0.6411,0.0,-1.125,-0.2943,13.81,1.11,0.3115,16.57,4.53,-0.059000000000000004,3.71,BTTL3
0.0,-1.76,-28.46,0.0,2.05,24.51,0.0,-0.91,-0.172,-0.3046,3.08,-3.392,0.0026,0.57,-1.743,-0.3065,4.16,-0.631,-0.2245,-1.37,-0.648,-0.3103,0.055999999999999994,-1.161,0.0,-0.9,1.83,0.0,-0.89,0.0,-0.441,0.19,CALI4
